,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
39160,5tf1VVWniHgryyumXyJM7w,Robin Schulz;Francesco Yates,Sugar,Sugar (feat. Francesco Yates),76,219043,False,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,4,german
39250,1kwHrBWAlucOE57lWugotk,Felix Jaehn;Zoe Wees,Do It Better (feat. Zoe Wees),Do It Better (feat. Zoe Wees),76,170045,False,0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,4,german
39000,6uBhi9gBXWjanegOb2Phh0,Zedd;Alessia Cara,Stay,Stay,76,210090,False,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4,german
39568,1Fb8gCHRkmNAaN8vytd5vg,Luciano;Central Cee,Majestic,West Connect (feat. Central Cee),75,212114,False,0.92,0.571,10,-7.133,0,0.494,0.0681,0.0,0.0969,0.465,139.99,4,german
39151,60wwxj6Dd9NJlirf84wr2c,Zedd;Foxes,Clarity,Clarity,75,271426,False,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4,german
39152,1elhmWW7Bv0MOQj2gAsyoV,Zedd;Maren Morris;BEAUZ,Make You Say,Make You Say,75,206000,False,0.687,0.61,8,-4.713,0,0.0499,0.351,0.0,0.175,0.649,128.15,4,german
39455,5awDvzxWfd53SSrsRZ8pXO,Rammstein,Sehnsucht,Du hast,75,234226,False,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,4,german
39957,7sJNeWTXkZCEC7OnFMpGWL,Luciano;Aitch;BIA,Majestic,Bamba (feat. Aitch & BIA),75,203560,False,0.797,0.791,10,-6.281,1,0.33,0.119,0.0,0.113,0.828,138.026,4,german
39567,5u8Y0lAUlBLwuhpXSDUGf4,Felix Jaehn;The Stickmen Project;Calum Scott,Rain In Ibiza,Rain In Ibiza,74,141931,False,0.654,0.898,7,-5.964,1,0.0413,0.0844,0.0347,0.316,0.722,123.996,4,german
39166,0RdUX4WE0fO30VnlUbDVL6,Scorpions,Comeblack,Still Loving You,74,403453,False,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,4,german
39510,3gVhsZtseYtY1fMuyYq06F,Rammstein,Mutter,Sonne,74,272440,False,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4,german
39363,0JpEMzTHbt2zBIXrntrXzG,Robin Schulz;Dennis Lloyd,Young Right Now,Young Right Now,74,186140,False,0.539,0.708,5,-6.189,1,0.0976,0.0129,0.0,0.14,0.381,123.039,4,german
39002,6pWgRkpqVfxnj3WuIcJ7WP,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],Cornfield Chase,74,126959,False,0.18,0.226,9,-16.457,0,0.042,0.951,0.982,0.0998,0.048,94.079,4,german
39508,4OGb9JY7pPEElDGwulYOBB,Luciano;Central Cee,West Connect (feat. Central Cee),West Connect (feat. Central Cee),73,212114,False,0.92,0.585,7,-7.121,0,0.387,0.0704,0.0,0.0874,0.528,139.991,4,german
39501,4xbXuRfZ2ZLktw5QEdGYnX,Robin Schulz;David Guetta,On Repeat,On Repeat,73,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,german
39457,6Ql7rNuoP90aIdgwQkPYBP,Milky Chance,Synchronize,Synchronize,73,164576,False,0.728,0.82,11,-6.198,0,0.031,0.00898,0.000216,0.176,0.652,124.001,4,german
39403,5fRvePkRGdpn2nKacG7I6d,Mr. President,We See The Same Sun,Coco Jamboo,72,218733,False,0.832,0.838,1,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.021,4,german
39164,6ZFbXIJkuI1dVNWvzJzown,Hans Zimmer,Inception (Music from the Motion Picture),Time,72,275556,False,0.286,0.0968,7,-16.806,1,0.0323,0.178,0.696,0.0861,0.0395,62.881,4,german
39368,5zWZ9iNevP0397xB3jWV2z,Modern Talking,Ready For Romance,Brother Louie,71,222666,False,0.783,0.836,0,-9.223,0,0.0486,0.396,0.0236,0.135,0.831,108.966,4,german
39407,6bp0sJ0l3Ab3ZU0aktsYCf,Robin Schulz;Tom Walker,Sun Will Shine,Sun Will Shine,71,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,german
39555,5YJtMNWKe55yr49cyJgxva,Cascada,Everytime We Touch (Premium Edition),Everytime We Touch,71,197124,False,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,4,german
39563,17yFjZSYYRT4n3t99TuqTu,Eno,90x180,90x180,71,154273,True,0.822,0.564,6,-10.726,1,0.0931,0.48,0.00572,0.129,0.596,139.982,4,german
39154,2ISSQPb9LHHiV6ng2NXosL,Zedd;Jon Bellion,True Colors,Beautiful Now,70,218293,False,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,4,german
39168,67lbzVADsqJJ6tyVk0XCgn,Topic;Bebe Rexha,Chain My Heart,Chain My Heart,70,146880,False,0.663,0.849,11,-4.462,0,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,4,german
39162,2aEuA8PSqLa17Y4hKPj5rr,Modern Talking,Let's Talk About Love,Cheri Cheri Lady,70,226333,False,0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,4,german
39362,1bKQ48M9onID2kbSpRy8kK,Scorpions,Crazy World,Send Me An Angel,70,273333,False,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,3,german
39415,0aIW3ekrhK1eh3BYCh11op,Michael Schulte,Hold the Rhythm,Falling Apart,70,198573,False,0.543,0.333,7,-9.355,0,0.0272,0.824,3.87e-06,0.168,0.261,109.789,4,german
